2797 25
-1897 48083 10681 -48879 -67115 36881 -21249 -23582 31838 28812 -5884 18106 51753 -18375 -43605 59867 -17348 -16564 43923 -7989 15419 -59747 -14346 19803 43506
-50775 123770 -12927 -22973 -116156 101669 39382 -27260 36577 15571 -9486 -5625 4309 -6509 13606 14764 9847 1113 -19567 -3715 24904 -13611 -15501 -1802 -28178
6386 111013 80701 -45221 -78482 75424 4788 -13286 6920 48392 -23147 8994 -61846 13676 -16138 2694 58267 6536 25332 -20996 -2667 -10142 12969 -18955 5056
-22472 -93665 -5168 -45389 43266 5210 -53276 82187 -49017 -35319 2296 -17477 -27819 1276 -25667 63298 3171 22776 -31809 6822 8954 -1004 -2210 -7023 10607
76552 28497 45669 -59625 -31907 -29555 6260 -1195 -24887 10674 -52206 15578 -2376 5799 45120 25558 20754 -20936 22262 -3845 9492 -18165 -19500 11580 -59043
1119 -87735 -21117 -58084 9039 -64454 -20346 3498 -31736 -43820 19598 -39687 -31923 13324 29473 20616 7708 -15012 -26179 756 -17793 -12603 -5990 -31522 2401
-45079 24402 123762 12158 16139 -15153 1089 27636 57867 -25301 3377 10790 16929 -33952 403 -13815 -15241 38915 21314 21960 14930 -24524 13419 11723 12010
-169552 -8128 -63615 -31520 47000 16095 -13910 615 25298 3796 27294 -20175 5908 -9568 -5593 -9834 -14018 -30492 36701 -18651 -19731 5907 17218 -26015 -10752
-184768 49950 16994 94835 -43347 23727 27219 65028 -41340 -37240 -65013 -33998 958 21482 -24781 19293 26344 -16859 32624 5709 16167 -20211 25416 14581 20709
-83305 -111211 27482 53611 -76387 -9545 -4295 -45130 1513 21974 1379 -25467 -21342 7651 31395 -10276 25270 66 25471 -7475 685 -4096 19827 3378 6394
-61380 -23201 33594 -47426 88289 -26500 -24797 -323 -54898 -10441 -15219 2211 -4140 54376 -10410 -958 -36696 -45254 -7689 842 30493 15823 6627 11368 -9444
50541 -19182 16439 -11635 19397 -25344 -34897 -17662 -1983 78806 47034 -56955 66701 -7044 72585 95514 -16221 36935 24622 6227 1744 18047 -13939 27652 22009
-23498 37871 -52840 -49374 33333 -8252 93009 -46069 -28789 -35559 -46875 30185 2358 10611 984 -476 -47248 1651 15703 125 -33123 14334 6725 -299 23515
118299 92723 -59627 83068 62370 -75797 26153 -16672 54335 -65328 -10338 -39276 29131 3932 -6245 46371 11802 5234 -21956 -1863 26630 -7768 30154 10020 -52374
-121841 100697 61429 68994 -49677 47522 -52062 19218 36901 -4577 1884 -40962 -16603 65695 -1233 14371 -37593 -12975 -37058 21367 -15448 -2369 -3433 5556 15041
115299 -65974 -159 48808 -13558 141801 3037 -8935 30133 61177 25128 -10865 49492 65463 -22896 5917 -35522 -34400 -25125 -7140 -22382 -29795 18323 4532 12433
-171932 51197 16411 71919 -36868 -1706 12694 44016 20541 11951 -51033 -11760 319 13981 -32460 1244 37344 15070 -38382 32730 40567 14976 56384 -16571 -38365
165934 -117165 46897 80115 13073 39556 66605 -2001 -66150 71650 -9088 46630 -1510 11481 -7124 -3569 -25390 21168 -35252 28459 17649 2427 -2444 16883 -46613
28285 -48294 96517 -25902 -23046 -85762 8219 21765 5201 35493 -12321 -29613 -1599 -5667 12160 8216 -10874 -25944 -20819 41293 17085 -1706 -7210 13112 -9878
-15133 -18617 60966 -82389 77861 -36543 -8017 98571 93762 -1071 -11377 -4862 11235 5853 -10897 -233 11993 10116 3255 36574 28828 -6658 3522 10178 11443
143817 -27636 17674 45216 -2694 33320 13035 6346 -77071 31442 -34258 26366 18100 -14512 11489 -810 4332 -51067 24572 23893 -19477 8055 -6988 -70970 -31004
28301 125874 -22966 -77507 12244 60824 43586 -55205 8767 -14696 -19533 21392 -37887 -6376 -5073 -14913 -21309 32294 9720 -14012 -16111 -28609 -15228 -32708 46763
32025 -44920 92610 -8149 38052 -19869 -2203 -7146 35529 30687 26387 -57981 26108 -6817 61464 -33462 21345 13489 -10946 29705 9394 -13763 195 11373 -5575
-164404 67308 -53143 -20636 -58910 13633 -31040 -11206 8956 25857 20211 20 -378 -27559 -25389 15858 6952 -11525 -19126 13242 12385 20733 8064 -26757 -34626
112386 37629 20930 -89419 15601 -36915 -34677 8147 -12045 -59247 -31877 -5231 -8415 32262 14928 43170 41135 -8997 2906 11738 20694 -24129 -32930 4588 -21408
-74124 -55107 37406 37949 -70745 -44815 -10998 -34237 26290 27877 -20644 -2541 -36355 25911 6209 11168 -13030 -3698 -32257 14568 -15427 -2154 30505 3133 10579
-12918 -91239 -61666 2076 -50448 -43200 -21532 4447 14884 -34243 -9965 9150 -24882 -6569 21724 -7639 -2153 -877 20274 -14818 -5208 26119 12972 19220 6763
-110129 -10391 37632 96311 -49220 4781 -9967 23614 40626 -28784 -61677 -2668 22105 17763 10088 -679 -16221 14031 9379 3788 11136 5178 -9210 13641 16105
-9734 -94135 36926 -32083 107307 44949 1797 45525 -99548 6192 -7579 -6769 -75115 -44935 -19229 25590 -4772 29305 -15728 -20270 47690 13369 13464 -997 -4824
121894 95838 21779 -85832 20361 18126 -42495 9669 -82064 -6047 -12213 17999 -26128 16533 -16891 17959 40377 20148 7525 -18242 -17894 -30847 -17432 -7250 -13478
182319 -68170 50229 275 31623 46277 -11622 -1456 15980 -1731 8932 22724 -21510 -22131 -38246 -3253 -18534 20141 -51575 -14833 37027 35247 6620 3792 -9766
31960 -19035 108425 -59384 57909 -55352 781 3338 -17172 10813 5825 -18000 -18945 28712 -6087 -23355 -21613 6811 -32555 33137 7098 -3660 -12700 -1518 7648
122572 -156260 20745 32827 17288 70702 27800 20599 -53772 -21755 -41819 -40763 37368 -735 11566 7478 36554 -39273 15718 -1049 -32179 -16399 37927 -21818 -16853
27283 63436 86919 -64782 -56919 38065 44798 -46373 89779 40222 16653 -1456 27548 -32338 5497 -35215 -20637 12307 -17364 46911 15349 -1903 -14505 -3754 -12291
-92765 -22748 49465 85856 -66653 11852 -62461 3293 19898 -3121 -42555 17463 25657 -6721 13209 -1172 -13951 11978 -2067 -25207 -5350 -17862 -41690 27977 3396
137738 164473 -33835 12995 17387 -9709 -25732 38642 -80762 4995 -25775 -39883 -45000 -49468 -5202 -2839 -24977 -1720 36739 -42971 6948 -17032 42780 41109 -16045
-76221 -77723 -18252 -20614 66682 -43358 18966 41415 -32313 -15433 -29107 13674 40756 -15397 -26381 -25812 -15849 -9888 -1386 -2144 8141 20718 7182 -4240 12794
-26230 -106202 -13662 51696 -38904 -62011 27501 -51478 36623 24724 5442 -16579 -20606 -8688 47965 -14017 180 -12866 -12460 -7434 -15438 16864 10200 19902 36520
48513 21115 11096 -31439 -16220 -35775 -82537 -40946 -85670 -23198 25007 41086 39636 -41836 -51695 56104 66724 27747 20249 27080 -58212 33397 24215 -7415 21892
-41927 -26458 -5263 1109 -52615 1154 -47048 -52537 59351 -11661 5400 2691 6463 -2538 13609 25179 46848 -11783 20903 -14685 -23789 -28049 30861 -1068 1513
-101782 -37768 58536 -67690 2370 -52042 52066 4562 36541 83514 26870 -2212 -10387 6840 217 6058 -20337 16090 6007 22685 -6566 -4502 -6664 19390 -6857
41932 -44815 -41515 -50499 -75388 -47479 48494 -4742 16254 -48209 -44896 16312 3454 15060 -474 30933 40601 8417 22200 -11747 48354 6537 966 -4008 -10113
-44450 -80854 -34804 37970 -68361 -14535 -37550 -18567 13526 2959 -5370 -24117 -15270 -12432 25375 -24620 8407 -17183 5679 -9075 -5079 -17219 1757 12268 13497
53279 45206 71828 -25691 -3387 -1682 22777 789 -25642 29117 -54510 2358 -21064 64142 4424 22676 42000 -45462 20935 17616 38539 -47056 -22192 -10941 4635
36868 -14178 -41914 -64506 -34183 6277 10265 -10341 75586 -23070 17677 -40917 3788 8980 -22234 16336 35802 21346 25103 904 2119 -29690 -30050 32620 31454
76362 -34507 15425 -52549 3009 -57008 4306 34162 13693 -23767 -49988 23759 57341 -21785 35016 34269 8816 -6689 15903 7666 -15723 -27777 -32917 11430 -18927
-61104 -29879 83628 -53459 53690 -21335 -18288 -23613 22610 16154 23306 28391 2019 1415 4075 -34711 -9226 33927 -14641 1046 14845 -25750 -4964 -25442 -7852
221145 92462 -1345 17526 -25377 6220 46536 6113 -1868 46642 36340 -11844 -18533 20859 -50345 -27532 -41488 7093 24203 27835 2706 2350 -10509 4550 2607
122504 34194 -58116 -8085 -48396 -10645 -57267 23888 -26402 -50537 13223 -11789 -60683 -4796 34700 -18421 -34233 24614 7661 -11496 -22396 7541 33824 -29865 22654
-146600 2303 -1415 -30827 18239 -34950 28971 -12000 18583 32380 25388 27150 30259 -36629 -19460 -492 -10420 -24340 -4393 -2999 15236 17320 -8862 -22777 -8717
-18495 -24852 92373 -21036 96050 79714 -47964 49061 -663 30010 -34820 -9619 -10139 -80818 -25361 70484 -24986 2266 23013 14721 24728 -31792 4142 4317 10591
167864 -41808 41957 1951 19249 45097 36729 583 -90905 37494 -20062 -10995 -30298 -77486 -17591 -7561 -1744 -4130 -17497 33356 19324 -23645 -36779 7225 -11307
-173667 -14268 -16084 71487 -29651 -26479 35357 -9465 -17458 4753 -1866 47740 -5603 -4507 19267 -16899 23742 -21558 -11573 -17622 11829 9440 5536 -4673 23177
121115 61546 -42266 -28451 -79311 -20107 -62008 49567 -17183 31044 -5447 27166 8268 -25688 34849 -15963 -46373 -10623 -50656 9248 -33957 27057 3027 -12866 11734
-131765 14986 -17743 45209 22809 -820 -19512 28702 49994 47595 -8654 17366 -17209 3476 -14725 -31677 13321 7103 18205 38870 23133 32144 17634 21930 -4353
-158783 19544 140289 65597 -46953 -16534 41996 20691 -76766 -46413 4903 -13918 -17956 27121 -13767 29384 -15312 -13275 14056 -53118 -23400 39599 -42006 14573 13093
36303 -67096 -50537 -28197 -6547 -56536 27508 34869 -50344 -36883 -33292 -36720 28406 -5398 16965 15035 59170 -23963 -1522 15368 -6102 3677 -30998 -10666 -17202
-141792 -12035 -40121 36961 74637 26767 23433 11098 -22033 44223 -27081 38199 -42599 75226 -7953 -29049 11964 13110 16477 5559 10330 7807 7111 400 -2446
182631 85892 -13190 46966 -19903 -44269 80042 -33055 1843 26625 -8242 27517 -16516 20302 -32265 13612 -38647 -12288 -17980 14330 28153 -21612 -22333 -9816 -10081
7163 -46513 35932 -21114 134908 -31092 21002 13444 -21208 -62933 -42916 5270 29205 5358 25041 -41976 -7652 44653 -8762 15791 -32115 -15189 24667 -6473 60871
-18277 -71886 -9016 26302 -51850 -56157 -47648 -40152 33639 -21347 20535 -6252 -21021 2372 30213 -61 -2788 -3202 -11183 -13711 509 -28979 19951 103 1123
-116424 -2957 -43700 -75857 63315 -12230 -17762 -15109 -23976 -33479 -9024 3816 45249 -29613 -40380 -2701 836 11467 42521 -36389 21838 7311 13219 10169 -27826
-26302 -66900 10286 -35361 30774 -48654 -53792 -7723 -26744 -30281 -19161 9413 20992 -18853 12956 -496 -37002 -10550 25716 -11339 -861 -23256 -20011 3160 18360
118558 20786 29039 -81942 -42621 -18712 -5190 1749 -34308 -7376 -35605 36925 -17549 41259 48180 11397 9727 1377 -36386 -93 -21393 13873 -10791 8395 -31509
-107483 45639 -40933 -46528 17023 39803 -37390 -498 4669 -22827 -697 -3969 -18844 -25553 -5349 -32046 7613 16696 6748 6606 12854 11066 -12813 -38507 17165
-45001 -109081 34618 2805 -59466 -81512 30041 -27239 8143 8007 -1731 -56798 1056 -16636 27759 3483 3440 -9895 -3292 20759 -6891 -21881 -3927 -19711 10710
226860 105464 -12696 -26408 16379 -24072 9154 51905 1273 7368 51759 -33921 22411 19574 -52856 19463 -17621 -4324 -18759 21570 -29081 36635 1105 -28859 8599
-59577 115641 8983 -43887 -91898 60485 25724 -45545 37690 16133 3431 -1351 -50185 13848 -25880 35911 -7497 -3610 -3535 41713 -45911 17172 9712 -30658 9658
-46296 -37126 37555 -9547 -50140 -26572 -25455 -68551 47658 2485 -15850 -15471 -50450 1489 20700 39 971 -8259 3906 -26493 6814 20111 10290 -27841 3389
-4292 -103521 25155 -52966 55612 106945 -25514 -10735 -86671 16786 7582 1976 -56267 -57154 -44134 72544 -35223 13003 -18749 -13177 42940 -26698 -19790 -17955 -10043
73256 30121 -23615 -45194 -79990 -18016 -5029 -26118 -21285 21429 15154 21216 70099 30528 -49935 38546 16072 -43831 -16062 -1714 4198 7296 -21018 8059 43536
-12762 -49197 71610 -52796 -52125 -54951 11098 -40074 -26713 22112 30042 -39923 6098 -41571 -502 8079 -1836 -13119 -53789 13568 -13183 10433 7358 -11130 27000
-134152 11165 9533 -10067 15656 3704 -58709 -14490 -9122 -28214 -32216 -1467 -16491 25021 3974 7149 -6324 -35463 -2496 -377 18558 18656 16684 -16817 15350
-133300 542 -43363 -86576 79751 -25126 -341 60345 23125 4874 36062 26026 41578 14221 4163 3267 401 -29268 5774 -7925 -1961 3157 3479 7303 -21529
1812 -12675 -38003 -9572 41334 135937 -63599 43993 6252 -10306 -4704 3713 -45356 4317 -5127 47230 -20291 39514 -25570 -12745 16910 -25342 3888 -17336 44086
-86768 -17484 59796 -38750 -10674 17923 -35226 -35035 22612 10973 -9582 -2942 -22517 -11595 3984 -15710 -5636 2737 12265 -15104 -12692 1912 20065 -20710 -13635
-167992 -16611 -68981 102455 -36975 -42148 78005 33115 -17846 96873 42155 45191 -7293 -46190 11907 -17818 42449 -13477 745 36590 -10273 -14924 15060 -1199 7959
92684 -18703 1744 -53392 -52335 7465 11834 -14397 64903 -5823 34011 2988 -3204 60733 -38131 3070 23024 8742 16535 8943 13762 -35988 -16083 17517 30288
-129910 -8252 -45086 2881 30568 20178 -39393 1477 2218 3256 -7088 37014 2781 33730 26731 -36680 9945 -22536 -2234 13243 19607 -19370 -6296 21919 -16584
-105153 -5927 -25460 -81214 76334 -27206 -31809 34515 -10625 -1876 23646 -32811 60199 7894 -2840 -9960 -13388 -19492 -292 -11266 3661 38433 417 4383 -18401
-23997 24467 155775 -26927 26460 2142 -51759 -3574 -5940 1925 -20059 31458 -7291 -13671 17423 -3820 -14055 -9707 17002 28439 1131 -37204 24790 -13933 -15330
87083 119076 -2759 -1377 54573 -30717 -68940 -20201 -20019 11312 41135 -10253 8255 -33127 -28238 59917 32742 -23307 17521 68705 -60951 48928 -31740 -2758 4762
-75744 115291 -65638 -24661 -2134 47102 -39537 -36887 -7780 -18560 16488 -7190 -49736 3010 -5834 -12044 -658 950 -16539 27841 12118 -240 -28380 -38217 -17144
-158622 73257 110692 49140 6198 886 27887 75392 27001 -26313 25 -7609 9436 3378 -15317 34329 -13407 -23136 9026 -6832 -30510 26586 27828 -33993 -7588
-129158 48549 -31324 23438 -40325 18594 -1037 374 37528 34064 25366 -2184 -23416 -48813 12058 -30239 7261 -6625 -21944 15435 9939 14390 -18875 -13817 -14720
-63101 -73434 36644 -38700 52820 -30224 -1053 -30650 -23903 -11945 -14447 3226 17745 -30415 -13036 -19887 19814 3406 30122 -641 11340 667 -15590 4035 -5984
184107 127651 -91205 22036 -19115 14704 69132 40886 36673 27772 12429 -54660 -18911 -34842 -16341 -22203 -11477 -29494 10914 5200 7698 24460 -10443 13191 28541
121211 -134410 46372 26516 11875 55633 20766 -39018 -24493 -9629 -26806 18862 13575 7794 8329 -30172 -18164 -41079 -4752 21303 -48678 1022 -11014 -4871 -4935
8301 -29777 66656 -34797 14847 -36045 -27662 -31565 3115 3274 12413 -47344 -39652 -23823 38686 -11058 -11242 -22127 5959 20277 5875 -16039 -14424 -7678 -947
144840 105959 -18563 92946 83721 -57341 24912 -37722 46294 -9820 20055 -17031 -35386 25837 -7067 41000 24280 -27154 6932 -2855 29684 -16390 -12257 -1267 -48577
-110406 16700 -53963 6220 -20232 28353 -66680 -28132 -19921 -11736 -10294 26890 37727 17311 -11890 6870 23076 -30194 7117 1658 5108 -10683 14233 -22662 13841
141100 105824 1250 2113 -32331 -1044 -73319 88666 -52292 5157 -41812 13746 -1678 5170 35128 -18077 9238 -12090 -8604 24865 6209 13609 5581 -24509 -39445
-7534 20220 26517 -100441 -53647 11575 41890 -22744 15462 -24683 -26236 -41418 17418 -22450 33624 -3684 -8946 -6226 -33982 9888 -6068 18305 520 -24302 -14860
-109376 -74430 -12728 31451 -10003 -37535 17535 -32192 -2098 8549 -22208 -6948 -7258 -17674 -14218 -22080 13339 17093 4275 6897 10320 29880 12678 13256 12593
-65731 24914 -74573 26442 -63411 5548 96256 -16281 4537 54846 12312 17844 9898 33000 13920 14026 -3335 46971 72204 49894 -26015 -17967 27195 10725 16606
113087 -124821 -11914 32132 -9555 49048 -16455 -38255 19697 -12279 6976 -13654 66402 2772 -24199 -20319 -21301 -32455 -2597 -24959 4560 -11832 19276 25826 -21769
115490 -151398 -4505 -23083 -28427 41213 -8798 -3966 14784 -26988 24028 1318 -33491 7697 -33983 9723 -31328 22543 -43544 -20152 25455 15479 -3137 -820 4498
-157821 5855 -43137 43698 -38837 3972 -24250 -19102 705 6876 -12648 -11687 -1901 3672 16563 -6804 -1888 -20804 14885 30735 13017 -21652 -7095 -5294 -4235
-145598 35409 -58081 11235 12942 42096 -63523 -29989 7583 -8292 -9966 -12232 4381 7854 -22107 -17535 12424 8445 47506 1969 11622 7853 1923 -4692 -2039
78707 89036 37157 -99310 -62315 38546 -5584 16070 25 -1102 -7141 2188 28311 -59308 23749 -38729 32964 52544 -19666 6321 8271 -24617 29350 -26383 7621
106941 85916 2992 40215 99603 1119 37852 -93644 -23264 20967 -22865 9904 -18081 -10339 7757 2864 23837 -17639 -22285 -48509 -6114 -12572 -28199 -60740 44281
152204 56940 55246 -20157 -18524 -337 100 37162 -71490 23968 -69711 14135 -15052 4534 54528 -22417 4062 -30667 20083 -2532 -8913 18653 21333 -3508 13407
28181 -90595 -33722 15241 -45792 -11114 -37611 -36621 47414 -36986 -5348 -24237 13905 -4026 14952 -21884 6078 2305 19919 -29105 -5929 5795 9224 11049 11689
3296 -86574 -70465 39040 -9449 63686 -56744 -11345 3764 -11986 -21774 39315 -14709 -42668 -22525 30597 -23577 12292 -17687 -14322 899 11811 -25362 3308 44009
-59852 -56113 -102661 23294 -26613 -19970 -25977 -24776 -3573 -19696 9759 -21085 -33097 -27455 5232 4785 28609 -1242 -14298 4295 -24109 17918 -11214 14981 19292
-30025 107039 -9409 -102873 68129 43312 61222 -56553 -4778 -19879 -5611 -192 65963 9677 -38595 -14870 -65190 4169 -15315 -1227 -12313 -18285 10935 -14016 53803
75624 -45861 -68189 -6689 -35788 -73929 -4840 85914 -61169 -3729 -44139 8322 10826 -46315 59436 -5089 37160 -24397 22809 -33428 -25085 17902 -7752 -29962 -9493
96174 15493 -92177 91008 -36746 -70433 33625 -5423 -19639 5713 563 -5567 -6649 7386 -46977 33122 -19943 -47942 25718 -27055 9893 24792 -4615 -50692 -32744
60944 -87865 -37590 -74551 -20720 10730 39315 11101 -3240 4420 11368 -11382 4456 59681 61030 80114 -11975 26191 27069 23190 13674 10094 -6859 -6338 988
-116722 -63874 -133483 26720 1890 -42729 52923 11409 -18149 17366 -4083 -5724 -48058 19801 1342 -29880 13948 19961 2588 24008 -1330 1285 -25520 6768 13762
123444 105531 -22244 46288 -44922 2105 -39253 5571 -46713 20209 -22674 45457 -16479 1336 -11378 -26129 -30865 24060 -8625 -11225 -5841 -13271 2977 -4323 -5523
-87402 -46581 59182 2146 39386 -22560 41 -48908 -91003 -1777 -28002 -2434 4959 1552 -6919 -12107 12844 -16585 -10027 -5547 18264 -12882 19016 -12858 6180
-68469 -85358 34448 -41646 -9191 -65591 -12018 -27071 14308 30387 17348 -39526 11752 -25361 18672 -6571 -15570 -29123 -16084 21612 3497 7085 -16871 -7918 23731
83803 116273 -83895 37520 3341 15083 -30501 24740 -41217 -8531 -6696 -39254 -42781 -36539 15488 -19979 -46369 -10177 15775 -32334 -13178 9461 44943 41497 26396
207821 90558 -10111 -18442 2380 -9414 -4598 82786 85787 -19146 -8827 -18859 28890 13724 -4471 3144 -29446 -38259 -3732 13686 17916 19572 7016 -7048 5130
-38478 7438 74327 -45096 35111 -3558 -45718 -28828 22989 16999 -1244 28192 -21585 2296 1314 -12282 -10269 -588 -1176 15979 -8554 -5127 -7598 -16545 -5683
